,"CFO Groups Charging Guidelines (Underwriting, Treasury, Tax, Risk Mgmt., Office of CFO, Controller, Capital Markets)",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,"People Soft, Maximo and CAPS (until move to new AP System and IFS)",,,,,,,,,"Concur, Timesheets, Maximo, Basware, IFS",,,,,,,,,
Dept Name,Description,Oper Unit,Bus Unit,Resp Center,Account,Resource Type,Process ID,Project ,Activity,,Company id,Location,Department,Project,Activity,Expense Type,Account,Account Name,Account Group,
Risk Mgmt.,EHS Audit,DSOL,75736,HW61,0920000,69700,OSSERIN ,,,,"(75736) Deriva Energy Services, LLC",DSOL,8014,,,,515203,Consultant Safety,Consultant fees,
Risk Mgmt.,Corporate Insurance Policy,DSOL,75736,HW61,0401100,71002,INSOOPS,,,,"(75736) Deriva Energy Services, LLC",DSOL,8014,,,,513501,Insurance - Liability,Insurance,
Risk Mgmt.,Insurance Claim Support ,DSOL,75736,HW61,0401100,71002,INSOOPS,,,,"(75736) Deriva Energy Services, LLC",DSOL,8014,,,,513504,Insurance - Risk,Insurance,
Risk Mgmt.,SOX Vendor - GT,DSOL,75736,HW61,0401100,71001,INSOOPS,,,,"(75736) Deriva Energy Services, LLC",DSOL,8014,,,,515213,Consultant Financial Services,Consultant fees,
Office of the CEO,Salaries & Bonus,DSOL,75736,HW62,0920000,11000,SALARY,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,DSOL25G001,DSOL25G001.100.10,,512101,Salaries and Wages - Regular Hours - Salaried,Salary & Wages,
Office of the CEO,Mobile,DSOL,75736,HW62,0921100,40007,EMPEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Cellular Service (PMD),513105,Telecom - Cellular Service,Communications (IT & Telecoms),
Office of the CEO,Training,DSOL,75736,HW62,0921200,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Employee Training,517501,Employee Training,Employee Related Expenses,
Office of the CEO,Travel,DSOL,75736,HW62,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Other Transportation,517100,Transportation - Other,Travel,
Office of the CEO,Parking,DSOL,75736,HW62,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Parking,517102,Transportation - Tolls and Parking,Travel,
Office of the CEO,Conferences,DSOL,75736,HW62,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Office of the CEO,Membership,DSOL,75736,HW62,0921100,49002,MEMDUES,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Memberships,517600,Memberships,Employee Related Expenses,
Office of the CEO,Conferences,DSOL,75736,HW62,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Office of the CEO,Subscriptions,DSOL,75736,HW62,0921100,30000,SUBSCRP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Newspapers & Magazines Subscription,517601,Newspapers and Magazines Subscription,,
Office of the CEO,TSA Cost,DSOL,75736,HW62,0920000,11000,SALARY,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,,512101,Salaries and Wages - Regular Hours - Salaried,Salary & Wages,
Office of the CEO,TSA Cost,DSOL,75736,HW62,0921100,66001,UTILSOU,,,,"(75736) Deriva Energy Services, LLC",DSOL,8015,,,Telephone Service,513102,Telecom - Telephone,Communications (IT & Telecoms),
Controller,Salaries & Bonus,DSOL,75736,HW15,0920000,11000,SALARY,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,DSOL25G001,DSOL25G001.100.10,,512101,Salaries and Wages - Regular Hours - Salaried,Salary & Wages,
Controller,Mobile,DSOL,75736,HW15,0921100,40007,EMPEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Cellular Service (PMD),513105,Telecom - Cellular Service,Communications (IT & Telecoms),
Controller,Training,DSOL,75736,HW15,0921200,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Employee Training,517501,Employee Training,Employee Related Expenses,
Controller,Travel,DSOL,75736,HW15,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Other Transportation,517100,Transportation - Other,Travel,
Controller,Parking,DSOL,75736,HW15,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Parking,517102,Transportation - Tolls and Parking,Travel,
Controller,Conferences,DSOL,75736,HW15,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Controller,Membership,DSOL,75736,HW15,0921100,49002,MEMDUES,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Memberships,517600,Memberships,Employee Related Expenses,
Controller,Conferences,DSOL,75736,HW15,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Controller,Contractors,DSOL,75736,HW15,0923000,69000,CONTLAB,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,,515220,Consultant- Staff Augmentation,Consultant fees,
Controller,Sales/Use Tax Consulting,DSOL,75736,HW15,0408191,71001,OTHTAX,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,,515214,Consultant Taxes,Consultant fees,
Controller,Property Tax Consulting,DSOL,75736,HW15,0408121,91004,PROPTAX,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,,515214,Consultant Taxes,Consultant fees,
Controller,Corporate Audit Fees,DSOL,75736,HW15,0928029,60005,AUDIT,,,,"(75736) Deriva Energy Services, LLC",DSOL,8016,,,,515300,Audit - Financial Statements,Audit fees,
Asset Management,Salaries & Bonus,DSOL,75736,HW24,0920000,11000,SALARY,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,DSOL25G001,DSOL25G001.100.10,,512101,Salaries and Wages - Regular Hours - Salaried,Salary & Wages,
Asset Management,Mobile,DSOL,75736,HW24,0921100,40007,EMPEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,,,Cellular Service (PMD),513105,Telecom - Cellular Service,Communications (IT & Telecoms),
Asset Management,Training,DSOL,75736,HW24,0921200,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,,,Employee Training,517501,Employee Training,Employee Related Expenses,
Asset Management,Travel,DSOL,75736,HW24,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,,,Other Transportation,517100,Transportation - Other,Travel,
Asset Management,Parking,DSOL,75736,HW24,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,,,Parking,517102,Transportation - Tolls and Parking,Travel,
Asset Management,Conferences,DSOL,75736,HW24,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Asset Management,Compliance System Conversion,DSOL,75736,HW24,0921400,36000,ITHARD,,,,"(75736) Deriva Energy Services, LLC",DSOL,8017,,,Outside Services Hardware Maintenance,515121,Outside Services Hardware Maintenance,Outside Services,
Revenue Services,Salaries & Bonus,DSOL,75736,HW68,0920000,11000,SALARY,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,,512101,Salaries and Wages - Regular Hours - Salaried,Salary & Wages,
Revenue Services,Mobile,DSOL,75736,HW68,0921100,40007,EMPEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Cellular Service (PMD),513105,Telecom - Cellular Service,Communications (IT & Telecoms),
Revenue Services,Training,DSOL,75736,HW68,0921200,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Employee Training,517501,Employee Training,Employee Related Expenses,
Revenue Services,Travel,DSOL,75736,HW68,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Other Transportation,517100,Transportation - Other,Travel,
Revenue Services,Parking,DSOL,75736,HW68,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Parking,517102,Transportation - Tolls and Parking,Travel,
Revenue Services,Conferences,DSOL,75736,HW68,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Revenue Services,Membership,DSOL,75736,HW68,0921100,49002,MEMDUES,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Memberships,517600,Memberships,Employee Related Expenses,
Revenue Services,Conferences,DSOL,75736,HW68,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Revenue Services,Contractors,DSOL,75736,HW68,0923000,69000,CONTLAB,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,,515220,Consultant- Staff Augmentation,Consultant fees,
Revenue Services,Intercontinental Exchange Holding Inc,DSOL,75736,HW68,0807000,36004,ITSOFT,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Software Expenses,514301,IT Software,IT Software,
Revenue Services,Genscape ,DSOL,75736,HW68,0921400,36004,ITSOFT,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,Software Expenses,514301,IT Software,IT Software,
Revenue Services,REC Trades,DSOL,75736,HW68,0401100,71001,,,,,"(75736) Deriva Energy Services, LLC",DSOL,8018,,,,515213,Consultant Financial Services,Consultant fees,
Capital Markets,Salaries & Bonus,DSOL,75736,HW49,0920000,11000,SALARY,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,DSOL25G001,DSOL25G001.100.10,,512101,Salaries and Wages - Regular Hours - Salaried,Salary & Wages,
Capital Markets,Mobile,DSOL,75736,HW49,0921100,40007,EMPEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,,,Cellular Service (PMD),513105,Telecom - Cellular Service,Communications (IT & Telecoms),
Capital Markets,Training,DSOL,75736,HW49,0921200,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,,,Employee Training,517501,Employee Training,Employee Related Expenses,
Capital Markets,Travel,DSOL,75736,HW49,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,,,Other Transportation,517100,Transportation - Other,Travel,
Capital Markets,Parking,DSOL,75736,HW49,0921100,40000,TRVLEXP,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,,,Parking,517102,Transportation - Tolls and Parking,Travel,
Capital Markets,Conferences,DSOL,75736,HW49,0921100,30000,TRNGSEM,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,,,Conferences and Seminars,517400,Conferences and Seminars,Employee Related Expenses,
Capital Markets,Membership,DSOL,75736,HW49,0921100,49002,MEMDUES,,,,"(75736) Deriva Energy Services, LLC",DSOL,8023,,,Memberships,517600,Memberships,Employee Related Expenses,
