LOCATION,LOCATION NAME,COMPANY,PROJECT_ID,NAME,DESCRIPTION,ACTIVITY_SEQ,PLAN_START,PLAN_FINISH,PROGRAM_ID,ACTIVITY_NO,DESCRIPTION,PROJECT_ACTIVITY,,Project (NS),Activity (NS),Activity Desc(NS)
DCSM,"CS Murphy Point, LLC",75689,DCSM25B003,BoP: Met Mast/Met Station BoP,BoP: Met Mast/Met Station BoP,100021341,1/1/2025,3/31/2026,OM,10,General,DCSM25B003.100.10,2025 load addition,DCSMOM,OM503,OM - BoP: Met Mast/Met Station BoP
DCSM,"CS Murphy Point, LLC",75689,DCSM25B004,BoP: Vegetation Management ,BoP: Vegetation Management ,100021412,1/1/2025,3/31/2026,OM,10,General,DCSM25B004.100.10,2025 load addition,DCSMOM,OM504,OM - BoP: Vegetation Management 
DCSM,"CS Murphy Point, LLC",75689,DCSM25B005,BoP: Civil BoP,BoP: Civil BoP,100021067,1/1/2025,3/31/2026,OM,10,General,DCSM25B005.100.10,2025 load addition,DCSMOM,OM505,OM - BoP: Civil BoP
DCSM,"CS Murphy Point, LLC",75689,DCSM25G002,Preventative Mntce: Site Non-Tech,Preventative Mntce: Site Non-Tech,100021792,1/1/2025,3/31/2026,OM,10,General,DCSM25G002.100.10,2025 load addition,DCSMOM,OM202,OM - Preventative Mntce: Site Non-Tech
DCSM,"CS Murphy Point, LLC",75689,DCSM25G005,Solar O&M: Minor Corrective,Solar O&M: Minor Corrective,100021726,1/1/2025,3/31/2026,OM,10,General,DCSM25G005.100.10,2025 load addition,DCSMOM,OM203,OM - Solar OM: Minor Corrective
DCSM,"CS Murphy Point, LLC",75689,DCSM25G006,Preventative Mntce: Site ,Preventative Mntce: Site ,100021866,1/1/2025,3/31/2026,OM,10,General,DCSM25G006.100.10,2025 load addition,DCSMOM,OM201,OM - Preventative Mntce: Site 
DCSM,"CS Murphy Point, LLC",75689,DCSM25G007,Ops Support: Site Specific,Ops Support: Site Specific,100022434,1/1/2025,3/31/2026,OM,10,General,DCSM25G007.100.10,2025 load addition,DCSMOM,OM710,OM - Ops Support: Site Specific
DCSM,"CS Murphy Point, LLC",75689,DCSM25G008,Issuance Fee,Issuance Fee,100022537,1/1/2025,3/31/2026,OM,10,General,DCSM25G008.100.10,2025 load addition,DCSMOM,OM706,OM - Issuance Fee
DCSM,"CS Murphy Point, LLC",75689,DCSM25G009,Community Benefit,Community Benefit,100022637,1/1/2025,3/31/2026,OM,10,General,DCSM25G009.100.10,2025 load addition,DCSMOM,OM701,OM - Community Benefit
DCSM,"CS Murphy Point, LLC",75689,DCSM25G011,Environmental Compliance,Environmental Compliance,100022725,1/1/2025,3/31/2026,OM,10,General,DCSM25G011.100.10,2025 load addition,DCSMOM,OM702,OM - Environmental Compliance
DCSM,"CS Murphy Point, LLC",75689,DCSM25G012,Facilities,Facilities,100022814,1/1/2025,3/31/2026,OM,10,General,DCSM25G012.100.10,2025 load addition,DCSMOM,OM703,OM - Facilities
DCSM,"CS Murphy Point, LLC",75689,DCSM25G013,IT,Information Technology,100022997,1/1/2025,3/31/2026,OM,10,General,DCSM25G013.100.10,2025 load addition,DCSMOM,OM704,OM - Information Technology
DCSM,"CS Murphy Point, LLC",75689,DCSM25G014,Light & Heat,Light & Heat,100023087,1/1/2025,3/31/2026,OM,10,General,DCSM25G014.100.10,2025 load addition,DCSMOM,OM708,OM - Light & Heat
DCSM,"CS Murphy Point, LLC",75689,DCSM25G015,Interconnection Fees,Interconnection Fees,100022910,1/1/2025,3/31/2026,OM,10,General,DCSM25G015.100.10,2025 load addition,DCSMOM,OM705,OM - Interconnection Fees
DCSM,"CS Murphy Point, LLC",75689,DCSM25G016,Waste Management,Waste Management,100023395,1/1/2025,3/31/2026,OM,10,General,DCSM25G016.100.10,2025 load addition,DCSMOM,OM712,OM - Waste Management
DCSM,"CS Murphy Point, LLC",75689,DCSM25G017,Site Security,Site Security,100023219,1/1/2025,3/31/2026,OM,10,General,DCSM25G017.100.10,2025 load addition,DCSMOM,OM711,OM - Site Security
DCSM,"CS Murphy Point, LLC",75689,DCSM25G018,IT: Telecoms,IT: Telecoms,100023306,1/1/2025,3/31/2026,OM,10,General,DCSM25G018.100.10,2025 load addition,DCSMOM,OM707,OM - IT: Telecoms
DCSM,"CS Murphy Point, LLC",75689,DCSM25I001,Inverter O&M: Preventative Mntce,Inverter O&M: Preventative Mntce,100022075,1/1/2025,3/31/2026,OM,10,General,DCSM25I001.100.10,2025 load addition,DCSMOM,OM301,OM - Inverter OM: Preventative Mntce
DCSM,"CS Murphy Point, LLC",75689,DCSM25I002,Inverter O&M: Minor Corrective,Inverter O&M: Minor Corrective,100022010,1/1/2025,3/31/2026,OM,10,General,DCSM25I002.100.10,2025 load addition,DCSMOM,OM302,OM - Inverter OM: Minor Corrective
DCSM,"CS Murphy Point, LLC",75689,DCSM25I003,Inverter O&M: Major Corrective,Inverter O&M: Major Corrective,100021943,1/1/2025,3/31/2026,OM,10,General,DCSM25I003.100.10,2025 load addition,DCSMOM,OM303,OM - Inverter OM: Major Corrective
DCSM,"CS Murphy Point, LLC",75689,DCSM25M007,Solar O&M: Major Corrective,Solar O&M: Major Corrective,100021659,1/1/2025,3/31/2026,OM,10,General,DCSM25M007.100.10,2025 load addition,DCSMOM,OM408,OM - Solar OM: Major Corrective
DCSM,"CS Murphy Point, LLC",75689,DCSM25P001,Modules O&M: Preventative Mntce,Modules O&M: Preventative Mntce,100022344,1/1/2025,3/31/2026,OM,10,General,DCSM25P001.100.10,2025 load addition,DCSMOM,OM601,OM - Panels OM: Preventative Mntce
DCSM,"CS Murphy Point, LLC",75689,DCSM25P002,Modules O&M: Minor Corrective,Modules O&M: Minor Corrective,100022211,1/1/2025,3/31/2026,OM,10,General,DCSM25P002.100.10,2025 load addition,DCSMOM,OM603,OM - Panels OM: Minor Corrective
DCSM,"CS Murphy Point, LLC",75689,DCSM25P003,Modules O&M: Major Corrective,Modules O&M: Major Corrective,100022144,1/1/2025,3/31/2026,OM,10,General,DCSM25P003.100.10,2025 load addition,DCSMOM,OM604,OM - Panels OM: Major Corrective
DCSM,"CS Murphy Point, LLC",75689,DCSM25P004,Modules O&M: Panel Cleaning,Modules O&M: Panel Cleaning,100022278,1/1/2025,3/31/2026,OM,10,General,DCSM25P004.100.10,2025 load addition,DCSMOM,OM602,OM - Panels OM: Panel Cleaning
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25B001,BoP: Elec BoP: Corrective,BoP: Elec BoP: Corrective,100021162,1/1/2025,3/31/2026,OM,10,General,DNCR25B001.100.10,2025 load addition,DNCROM,OM502,OM - BoP: Elec BoP: Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25B002,BoP: Elec BoP: Preventative,BoP: Elec BoP: Preventative,100021252,1/1/2025,3/31/2026,OM,10,General,DNCR25B002.100.10,2025 load addition,DNCROM,OM501,OM - BoP: Elec BoP: Preventative
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25B003,BoP: Met Mast/Met Station BoP,BoP: Met Mast/Met Station BoP,100021345,1/1/2025,3/31/2026,OM,10,General,DNCR25B003.100.10,2025 load addition,DNCROM,OM503,OM - BoP: Met Mast/Met Station BoP
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25B004,BoP: Vegetation Management ,BoP: Vegetation Management ,100021416,1/1/2025,3/31/2026,OM,10,General,DNCR25B004.100.10,2025 load addition,DNCROM,OM504,OM - BoP: Vegetation Management 
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25B005,BoP: Civil BoP,BoP: Civil BoP,100021071,1/1/2025,3/31/2026,OM,10,General,DNCR25B005.100.10,2025 load addition,DNCROM,OM505,OM - BoP: Civil BoP
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G002,Preventative Mntce: Site Non-Tech,Preventative Mntce: Site Non-Tech,100021796,1/1/2025,3/31/2026,OM,10,General,DNCR25G002.100.10,2025 load addition,DNCROM,OM202,OM - Preventative Mntce: Site Non-Tech
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G005,Solar O&M: Minor Corrective,Solar O&M: Minor Corrective,100021730,1/1/2025,3/31/2026,OM,10,General,DNCR25G005.100.10,2025 load addition,DNCROM,OM203,OM - Solar OM: Minor Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G006,Preventative Mntce: Site ,Preventative Mntce: Site ,100021870,1/1/2025,3/31/2026,OM,10,General,DNCR25G006.100.10,2025 load addition,DNCROM,OM201,OM - Preventative Mntce: Site 
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G007,Ops Support: Site Specific,Ops Support: Site Specific,100022438,1/1/2025,3/31/2026,OM,10,General,DNCR25G007.100.10,2025 load addition,DNCROM,OM710,OM - Ops Support: Site Specific
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G008,Issuance Fee,Issuance Fee,100022541,1/1/2025,3/31/2026,OM,10,General,DNCR25G008.100.10,2025 load addition,DNCROM,OM706,OM - Issuance Fee
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G009,Community Benefit,Community Benefit,100022641,1/1/2025,3/31/2026,OM,10,General,DNCR25G009.100.10,2025 load addition,DNCROM,OM701,OM - Community Benefit
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G011,Environmental Compliance,Environmental Compliance,100022729,1/1/2025,3/31/2026,OM,10,General,DNCR25G011.100.10,2025 load addition,DNCROM,OM702,OM - Environmental Compliance
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G012,Facilities,Facilities,100022818,1/1/2025,3/31/2026,OM,10,General,DNCR25G012.100.10,2025 load addition,DNCROM,OM703,OM - Facilities
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G013,IT,Information Technology,100023001,1/1/2025,3/31/2026,OM,10,General,DNCR25G013.100.10,2025 load addition,DNCROM,OM704,OM - Information Technology
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G014,Light & Heat,Light & Heat,100023091,1/1/2025,3/31/2026,OM,10,General,DNCR25G014.100.10,2025 load addition,DNCROM,OM708,OM - Light & Heat
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G015,Interconnection Fees,Interconnection Fees,100022914,1/1/2025,3/31/2026,OM,10,General,DNCR25G015.100.10,2025 load addition,DNCROM,OM705,OM - Interconnection Fees
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G016,Waste Management,Waste Management,100023399,1/1/2025,3/31/2026,OM,10,General,DNCR25G016.100.10,2025 load addition,DNCROM,OM712,OM - Waste Management
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G017,Site Security,Site Security,100023223,1/1/2025,3/31/2026,OM,10,General,DNCR25G017.100.10,2025 load addition,DNCROM,OM711,OM - Site Security
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25G018,IT: Telecoms,IT: Telecoms,100023310,1/1/2025,3/31/2026,OM,10,General,DNCR25G018.100.10,2025 load addition,DNCROM,OM707,OM - IT: Telecoms
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25I001,Inverter O&M: Preventative Mntce,Inverter O&M: Preventative Mntce,100022079,1/1/2025,3/31/2026,OM,10,General,DNCR25I001.100.10,2025 load addition,DNCROM,OM301,OM - Inverter OM: Preventative Mntce
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25I002,Inverter O&M: Minor Corrective,Inverter O&M: Minor Corrective,100022014,1/1/2025,3/31/2026,OM,10,General,DNCR25I002.100.10,2025 load addition,DNCROM,OM302,OM - Inverter OM: Minor Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25I003,Inverter O&M: Major Corrective,Inverter O&M: Major Corrective,100021947,1/1/2025,3/31/2026,OM,10,General,DNCR25I003.100.10,2025 load addition,DNCROM,OM303,OM - Inverter OM: Major Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25M007,Solar O&M: Major Corrective,Solar O&M: Major Corrective,100021663,1/1/2025,3/31/2026,OM,10,General,DNCR25M007.100.10,2025 load addition,DNCROM,OM408,OM - Solar OM: Major Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25P001,Modules O&M: Preventative Mntce,Modules O&M: Preventative Mntce,100022348,1/1/2025,3/31/2026,OM,10,General,DNCR25P001.100.10,2025 load addition,DNCROM,OM601,OM - Panels OM: Preventative Mntce
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25P002,Modules O&M: Minor Corrective,Modules O&M: Minor Corrective,100022215,1/1/2025,3/31/2026,OM,10,General,DNCR25P002.100.10,2025 load addition,DNCROM,OM603,OM - Panels OM: Minor Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25P003,Modules O&M: Major Corrective,Modules O&M: Major Corrective,100022148,1/1/2025,3/31/2026,OM,10,General,DNCR25P003.100.10,2025 load addition,DNCROM,OM604,OM - Panels OM: Major Corrective
DNCR,"North Carolina Renewable Properties, LLC",75712,DNCR25P004,Modules O&M: Panel Cleaning,Modules O&M: Panel Cleaning,100022282,1/1/2025,3/31/2026,OM,10,General,DNCR25P004.100.10,2025 load addition,DNCROM,OM602,OM - Panels OM: Panel Cleaning
SHRW,"Shirley Wind, LLC",75715,SHRW25B001,BoP: Elec BoP: Corrective,BoP: Elec BoP: Corrective,100021142,1/1/2025,3/31/2026,OM,10,General,SHRW25B001.100.10,2025 load addition,SHRWOM,OM502,OM - BoP: Elec BoP: Corrective
SHRW,"Shirley Wind, LLC",75715,SHRW25B002,BoP: Elec BoP: Preventative,BoP: Elec BoP: Preventative,100021233,1/1/2025,3/31/2026,OM,10,General,SHRW25B002.100.10,2025 load addition,SHRWOM,OM501,OM - BoP: Elec BoP: Preventative
SHRW,"Shirley Wind, LLC",75715,SHRW25B003,BoP: Met Mast/Met Station BoP,BoP: Met Mast/Met Station BoP,100021325,1/1/2025,3/31/2026,OM,10,General,SHRW25B003.100.10,2025 load addition,SHRWOM,OM503,OM - BoP: Met Mast/Met Station BoP
SHRW,"Shirley Wind, LLC",75715,SHRW25B005,BoP: Civil BoP,BoP: Civil BoP,100021051,1/1/2025,3/31/2026,OM,10,General,SHRW25B005.100.10,2025 load addition,SHRWOM,OM505,OM - BoP: Civil BoP
SHRW,"Shirley Wind, LLC",75715,SHRW25G002,Preventative Mntce: Site Non-Tech,Preventative Mntce: Site Non-Tech,100021616,1/1/2025,3/31/2026,OM,10,General,SHRW25G002.100.10,2025 load addition,SHRWOM,OM202,OM - Preventative Mntce: Site Non-Tech
SHRW,"Shirley Wind, LLC",75715,SHRW25G003,Blade Preventative,Blade Preventative,100021508,1/1/2025,3/31/2026,OM,10,General,SHRW25G003.100.10,2025 load addition,SHRWOM,OM204,OM - Blade Preventative
SHRW,"Shirley Wind, LLC",75715,SHRW25G005,Turbine O&M: Minor Corrective,Turbine O&M: Minor Corrective,100021594,1/1/2025,3/31/2026,OM,10,General,SHRW25G005.100.10,2025 load addition,SHRWOM,OM205,OM - Turbine OM Minor Corrective
SHRW,"Shirley Wind, LLC",75715,SHRW25G006,Preventative Mntce: Site ,Preventative Mntce: Site ,100021638,1/1/2025,3/31/2026,OM,10,General,SHRW25G006.100.10,2025 load addition,SHRWOM,OM201,OM - Preventative Mntce: Site 
SHRW,"Shirley Wind, LLC",75715,SHRW25G007,Ops Support: Site Specific,Ops Support: Site Specific,100022420,1/1/2025,3/31/2026,OM,10,General,SHRW25G007.100.10,2025 load addition,SHRWOM,OM710,OM - Ops Support: Site Specific
SHRW,"Shirley Wind, LLC",75715,SHRW25G008,Issuance Fee,Issuance Fee,100022521,1/1/2025,3/31/2026,OM,10,General,SHRW25G008.100.10,2025 load addition,SHRWOM,OM706,OM - Issuance Fee
SHRW,"Shirley Wind, LLC",75715,SHRW25G009,Community Benefit,Community Benefit,100022621,1/1/2025,3/31/2026,OM,10,General,SHRW25G009.100.10,2025 load addition,SHRWOM,OM701,OM - Community Benefit
SHRW,"Shirley Wind, LLC",75715,SHRW25G011,Environmental Compliance,Environmental Compliance,100022709,1/1/2025,3/31/2026,OM,10,General,SHRW25G011.100.10,2025 load addition,SHRWOM,OM702,OM - Environmental Compliance
SHRW,"Shirley Wind, LLC",75715,SHRW25G012,Facilities,Facilities,100022798,1/1/2025,3/31/2026,OM,10,General,SHRW25G012.100.10,2025 load addition,SHRWOM,OM703,OM - Facilities
SHRW,"Shirley Wind, LLC",75715,SHRW25G013,IT,Information Technology,100022983,1/1/2025,3/31/2026,OM,10,General,SHRW25G013.100.10,2025 load addition,SHRWOM,OM704,OM - Information Technology
SHRW,"Shirley Wind, LLC",75715,SHRW25G014,Light & Heat,Light & Heat,100023071,1/1/2025,3/31/2026,OM,10,General,SHRW25G014.100.10,2025 load addition,SHRWOM,OM708,OM - Light & Heat
SHRW,"Shirley Wind, LLC",75715,SHRW25G015,Interconnection Fees,Interconnection Fees,100022894,1/1/2025,3/31/2026,OM,10,General,SHRW25G015.100.10,2025 load addition,SHRWOM,OM705,OM - Interconnection Fees
SHRW,"Shirley Wind, LLC",75715,SHRW25G016,Waste Management,Waste Management,100023379,1/1/2025,3/31/2026,OM,10,General,SHRW25G016.100.10,2025 load addition,SHRWOM,OM712,OM - Waste Management
SHRW,"Shirley Wind, LLC",75715,SHRW25G017,Site Security,Site Security,100023203,1/1/2025,3/31/2026,OM,10,General,SHRW25G017.100.10,2025 load addition,SHRWOM,OM711,OM - Site Security
SHRW,"Shirley Wind, LLC",75715,SHRW25G018,IT: Telecoms,IT: Telecoms,100023292,1/1/2025,3/31/2026,OM,10,General,SHRW25G018.100.10,2025 load addition,SHRWOM,OM707,OM - IT: Telecoms
SHRW,"Shirley Wind, LLC",75715,SHRW25M001,Major Corrective: Gearbox,Major Corrective: Gearbox,100021531,1/1/2025,3/31/2026,OM,10,General,SHRW25M001.100.10,2025 load addition,SHRWOM,OM401,OM - Major Corrective: Gearbox
SHRW,"Shirley Wind, LLC",75715,SHRW25M002,Major Corrective: Generator,Major Corrective: Generator,100021549,1/1/2025,3/31/2026,OM,10,General,SHRW25M002.100.10,2025 load addition,SHRWOM,OM402,OM - Major Corrective: Generator
SHRW,"Shirley Wind, LLC",75715,SHRW25M003,Major Corrective:Main bearing,Major Corrective:Main bearing,100021567,1/1/2025,3/31/2026,OM,10,General,SHRW25M003.100.10,2025 load addition,SHRWOM,OM403,OM - Major Corrective:Main bearing
SHRW,"Shirley Wind, LLC",75715,SHRW25M004,Blade Corrective,Blade Corrective,100021487,1/1/2025,3/31/2026,OM,10,General,SHRW25M004.100.10,2025 load addition,SHRWOM,OM404,OM - Blade Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125B001,BoP: Elec BoP: Corrective,BoP: Elec BoP: Corrective,100021153,1/1/2025,3/31/2026,OM,10,General,DAJ125B001.100.10,2025 load addition,DAJ1OM,OM502,OM - BoP: Elec BoP: Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125B002,BoP: Elec BoP: Preventative,BoP: Elec BoP: Preventative,100021243,1/1/2025,3/31/2026,OM,10,General,DAJ125B002.100.10,2025 load addition,DAJ1OM,OM501,OM - BoP: Elec BoP: Preventative
DAJ1,RE Ajo 1 LLC,75717,DAJ125B003,BoP: Met Mast/Met Station BoP,BoP: Met Mast/Met Station BoP,100021336,1/1/2025,3/31/2026,OM,10,General,DAJ125B003.100.10,2025 load addition,DAJ1OM,OM503,OM - BoP: Met Mast/Met Station BoP
DAJ1,RE Ajo 1 LLC,75717,DAJ125B004,BoP: Vegetation Management ,BoP: Vegetation Management ,100021407,1/1/2025,3/31/2026,OM,10,General,DAJ125B004.100.10,2025 load addition,DAJ1OM,OM504,OM - BoP: Vegetation Management 
DAJ1,RE Ajo 1 LLC,75717,DAJ125B005,BoP: Civil BoP,BoP: Civil BoP,100021062,1/1/2025,3/31/2026,OM,10,General,DAJ125B005.100.10,2025 load addition,DAJ1OM,OM505,OM - BoP: Civil BoP
DAJ1,RE Ajo 1 LLC,75717,DAJ125G002,Preventative Mntce: Site Non-Tech,Preventative Mntce: Site Non-Tech,100021787,1/1/2025,3/31/2026,OM,10,General,DAJ125G002.100.10,2025 load addition,DAJ1OM,OM202,OM - Preventative Mntce: Site Non-Tech
DAJ1,RE Ajo 1 LLC,75717,DAJ125G005,Solar O&M: Minor Corrective,Solar O&M: Minor Corrective,100021721,1/1/2025,3/31/2026,OM,10,General,DAJ125G005.100.10,2025 load addition,DAJ1OM,OM203,OM - Solar OM: Minor Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125G006,Preventative Mntce: Site ,Preventative Mntce: Site ,100021861,1/1/2025,3/31/2026,OM,10,General,DAJ125G006.100.10,2025 load addition,DAJ1OM,OM201,OM - Preventative Mntce: Site 
DAJ1,RE Ajo 1 LLC,75717,DAJ125G007,Ops Support: Site Specific,Ops Support: Site Specific,100022429,1/1/2025,3/31/2026,OM,10,General,DAJ125G007.100.10,2025 load addition,DAJ1OM,OM710,OM - Ops Support: Site Specific
DAJ1,RE Ajo 1 LLC,75717,DAJ125G008,Issuance Fee,Issuance Fee,100022532,1/1/2025,3/31/2026,OM,10,General,DAJ125G008.100.10,2025 load addition,DAJ1OM,OM706,OM - Issuance Fee
DAJ1,RE Ajo 1 LLC,75717,DAJ125G009,Community Benefit,Community Benefit,100022632,1/1/2025,3/31/2026,OM,10,General,DAJ125G009.100.10,2025 load addition,DAJ1OM,OM701,OM - Community Benefit
DAJ1,RE Ajo 1 LLC,75717,DAJ125G011,Environmental Compliance,Environmental Compliance,100022720,1/1/2025,3/31/2026,OM,10,General,DAJ125G011.100.10,2025 load addition,DAJ1OM,OM702,OM - Environmental Compliance
DAJ1,RE Ajo 1 LLC,75717,DAJ125G012,Facilities,Facilities,100022809,1/1/2025,3/31/2026,OM,10,General,DAJ125G012.100.10,2025 load addition,DAJ1OM,OM703,OM - Facilities
DAJ1,RE Ajo 1 LLC,75717,DAJ125G013,IT,Information Technology,100022992,1/1/2025,3/31/2026,OM,10,General,DAJ125G013.100.10,2025 load addition,DAJ1OM,OM704,OM - Information Technology
DAJ1,RE Ajo 1 LLC,75717,DAJ125G014,Light & Heat,Light & Heat,100023082,1/1/2025,3/31/2026,OM,10,General,DAJ125G014.100.10,2025 load addition,DAJ1OM,OM708,OM - Light & Heat
DAJ1,RE Ajo 1 LLC,75717,DAJ125G015,Interconnection Fees,Interconnection Fees,100022905,1/1/2025,3/31/2026,OM,10,General,DAJ125G015.100.10,2025 load addition,DAJ1OM,OM705,OM - Interconnection Fees
DAJ1,RE Ajo 1 LLC,75717,DAJ125G016,Waste Management,Waste Management,100023390,1/1/2025,3/31/2026,OM,10,General,DAJ125G016.100.10,2025 load addition,DAJ1OM,OM712,OM - Waste Management
DAJ1,RE Ajo 1 LLC,75717,DAJ125G017,Site Security,Site Security,100023214,1/1/2025,3/31/2026,OM,10,General,DAJ125G017.100.10,2025 load addition,DAJ1OM,OM711,OM - Site Security
DAJ1,RE Ajo 1 LLC,75717,DAJ125G018,IT: Telecoms,IT: Telecoms,100023301,1/1/2025,3/31/2026,OM,10,General,DAJ125G018.100.10,2025 load addition,DAJ1OM,OM707,OM - IT: Telecoms
DAJ1,RE Ajo 1 LLC,75717,DAJ125I001,Inverter O&M: Preventative Mntce,Inverter O&M: Preventative Mntce,100022070,1/1/2025,3/31/2026,OM,10,General,DAJ125I001.100.10,2025 load addition,DAJ1OM,OM301,OM - Inverter OM: Preventative Mntce
DAJ1,RE Ajo 1 LLC,75717,DAJ125I002,Inverter O&M: Minor Corrective,Inverter O&M: Minor Corrective,100022005,1/1/2025,3/31/2026,OM,10,General,DAJ125I002.100.10,2025 load addition,DAJ1OM,OM302,OM - Inverter OM: Minor Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125I003,Inverter O&M: Major Corrective,Inverter O&M: Major Corrective,100021938,1/1/2025,3/31/2026,OM,10,General,DAJ125I003.100.10,2025 load addition,DAJ1OM,OM303,OM - Inverter OM: Major Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125M007,Solar O&M: Major Corrective,Solar O&M: Major Corrective,100021654,1/1/2025,3/31/2026,OM,10,General,DAJ125M007.100.10,2025 load addition,DAJ1OM,OM408,OM - Solar OM: Major Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125P001,Modules O&M: Preventative Mntce,Modules O&M: Preventative Mntce,100022339,1/1/2025,3/31/2026,OM,10,General,DAJ125P001.100.10,2025 load addition,DAJ1OM,OM601,OM - Panels OM: Preventative Mntce
DAJ1,RE Ajo 1 LLC,75717,DAJ125P002,Modules O&M: Minor Corrective,Modules O&M: Minor Corrective,100022206,1/1/2025,3/31/2026,OM,10,General,DAJ125P002.100.10,2025 load addition,DAJ1OM,OM603,OM - Panels OM: Minor Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125P003,Modules O&M: Major Corrective,Modules O&M: Major Corrective,100022139,1/1/2025,3/31/2026,OM,10,General,DAJ125P003.100.10,2025 load addition,DAJ1OM,OM604,OM - Panels OM: Major Corrective
DAJ1,RE Ajo 1 LLC,75717,DAJ125P004,Modules O&M: Panel Cleaning,Modules O&M: Panel Cleaning,100022273,1/1/2025,3/31/2026,OM,10,General,DAJ125P004.100.10,2025 load addition,DAJ1OM,OM602,OM - Panels OM: Panel Cleaning
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125B001,BoP: Elec BoP: Corrective,BoP: Elec BoP: Corrective,100021157,1/1/2025,3/31/2026,OM,10,General,DBS125B001.100.10,2025 load addition,DBS1OM,OM502,OM - BoP: Elec BoP: Corrective
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125B002,BoP: Elec BoP: Preventative,BoP: Elec BoP: Preventative,100021247,1/1/2025,3/31/2026,OM,10,General,DBS125B002.100.10,2025 load addition,DBS1OM,OM501,OM - BoP: Elec BoP: Preventative
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125B003,BoP: Met Mast/Met Station BoP,BoP: Met Mast/Met Station BoP,100021340,1/1/2025,3/31/2026,OM,10,General,DBS125B003.100.10,2025 load addition,DBS1OM,OM503,OM - BoP: Met Mast/Met Station BoP
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125B004,BoP: Vegetation Management ,BoP: Vegetation Management ,100021411,1/1/2025,3/31/2026,OM,10,General,DBS125B004.100.10,2025 load addition,DBS1OM,OM504,OM - BoP: Vegetation Management 
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125B005,BoP: Civil BoP,BoP: Civil BoP,100021066,1/1/2025,3/31/2026,OM,10,General,DBS125B005.100.10,2025 load addition,DBS1OM,OM505,OM - BoP: Civil BoP
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125G002,Preventative Mntce: Site Non-Tech,Preventative Mntce: Site Non-Tech,100021791,1/1/2025,3/31/2026,OM,10,General,DBS125G002.100.10,2025 load addition,DBS1OM,OM202,OM - Preventative Mntce: Site Non-Tech
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125G005,Solar O&M: Minor Corrective,Solar O&M: Minor Corrective,100021725,1/1/2025,3/31/2026,OM,10,General,DBS125G005.100.10,2025 load addition,DBS1OM,OM203,OM - Solar OM: Minor Corrective
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125G006,Preventative Mntce: Site ,Preventative Mntce: Site ,100021865,1/1/2025,3/31/2026,OM,10,General,DBS125G006.100.10,2025 load addition,DBS1OM,OM201,OM - Preventative Mntce: Site 
DBS1,RE Bagdad Solar 1 LLC,75718,DBS125G007,Ops Support: Site Specific,Ops Support: Site Specific,100022433,1/1/2025,3/31/2026,OM,10,General,DBS125G007.100.10,2025 load addition,DBS1OM,OM710,OM - Ops Support: Site Specific
